LAND SQUARE FEET,GROSS SQUARE FEET,SALE PRICE,BOROUGH,NEIGHBORHOOD,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ZIP CODE,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE DATE
353,929,175000,5,ARDEN HEIGHTS            ,1,5744,45, ,A5,10312,1996,1, A5 ,6/8/2015
353,929,120000,5,ARDEN HEIGHTS            ,1,5743,70, ,A5,10312,1996,1, A5 ,9/25/2015
353,929,195000,5,ARDEN HEIGHTS            ,1,5743,218, ,A5,10312,1996,1, A5 ,2/20/2015
7048,800,250000,5,ARDEN HEIGHTS            ,1,6010,84, ,A2,10312,1940,1, A2 ,1/6/2015
8663,2435,730000,5,ARROCHAR                 ,1,3090,1, ,A1,10305,1930,1, A1 ,2/17/2015
2260,2088,465000,5,ARROCHAR                 ,1,3109,37, ,A5,10305,2006,1, A5 ,6/22/2015
4250,1743,499995,5,ARROCHAR                 ,1,3074,13, ,A1,10305,1940,1, A1 ,12/7/2015
2348,1690,169400,5,ARROCHAR                 ,1,3112,2, ,A1,10305,2006,1, A1 ,8/28/2015
2600,1462,495000,5,ARROCHAR                 ,1,3115,33, ,A5,10305,2001,1, A5 ,8/27/2015
2350,1451,427888,5,ARROCHAR                 ,1,3098,23, ,A5,10305,2003,1, A5 ,12/14/2015
1042,1176,366000,5,ARROCHAR                 ,1,3102,42, ,A5,10305,1997,1, A5 ,3/25/2015
988,1176,369000,5,ARROCHAR                 ,1,3102,47, ,A5,10305,1997,1, A5 ,12/11/2015
990,1176,381000,5,ARROCHAR                 ,1,3102,48, ,A5,10305,1997,1, A5 ,12/8/2015
2000,1172,475000,5,ARROCHAR                 ,1,3118,35, ,A5,10305,2005,1, A5 ,10/21/2015
5064,1040,430000,5,ARROCHAR                 ,1,3109,31, ,A2,10305,1955,1, A2 ,9/24/2015
4600,968,555000,5,ARROCHAR                 ,1,3095,106, ,A2,10305,1950,1, A2 ,5/1/2015
5000,924,450000,5,ARROCHAR                 ,1,3098,12, ,A2,10305,1935,1, A2 ,9/9/2015
6096,904,515000,5,ARROCHAR                 ,1,3106,63, ,A2,10305,1950,1, A2 ,11/20/2015
6096,892,420000,5,ARROCHAR                 ,1,3106,61, ,A1,10305,1945,1, A1 ,10/2/2015
9350,4100,1200000,5,ARROCHAR-SHORE ACRES     ,1,3066,203, ,A3,10305,2002,1, A3 ,3/13/2015
6321,1638,433000,5,ARROCHAR-SHORE ACRES     ,1,2830,130, ,A1,10305,1901,1, A1 ,10/25/2015
2000,1104,300000,5,ARROCHAR-SHORE ACRES     ,1,2834,122, ,A5,10305,1970,1, A5 ,2/12/2015
5000,768,284600,5,ARROCHAR-SHORE ACRES     ,1,3066,163, ,A2,10305,1950,1, A2 ,10/20/2015
5040,2338,530000,5,BULLS HEAD               ,1,1498,39, ,A1,10314,1973,1, A1 ,11/2/2015
5170,2150,430000,5,BULLS HEAD               ,1,1605,108, ,A2,10314,1965,1, A2 ,5/12/2015
1674,2106,375000,5,BULLS HEAD               ,1,1632,174, ,A9,10314,1988,1, A9 ,1/21/2015
2645,2100,415000,5,BULLS HEAD               ,1,2145,249, ,A5,10314,2001,1, A5 ,9/16/2015
4080,2068,382500,5,BULLS HEAD               ,1,1560,190, ,A1,10314,1982,1, A1 ,5/21/2015
1620,2054,370000,5,BULLS HEAD               ,1,1631,9, ,A9,10314,1987,1, A9 ,3/26/2015
3150,1998,360000,5,BULLS HEAD               ,1,1632,56, ,A9,10314,1988,1, A9 ,2/5/2015
4000,1988,531900,5,BULLS HEAD               ,1,1599,84, ,A1,10314,1970,1, A1 ,8/31/2015
4232,1988,510000,5,BULLS HEAD               ,1,1599,118, ,A1,10314,1970,1, A1 ,5/4/2015
5821,1922,500000,5,BULLS HEAD               ,1,2155,9, ,A1,10314,1970,1, A1 ,3/26/2015
4600,1898,477500,5,BULLS HEAD               ,1,1574,56, ,A1,10314,1970,1, A1 ,9/10/2015
2759,1887,554946,5,BULLS HEAD               ,1,1600,60, ,A5,10314,2014,1, A5 ,11/9/2015
4231,1887,575311,5,BULLS HEAD               ,1,1600,32, ,A5,10314,2014,1, A5 ,2/4/2015
4192,1887,580402,5,BULLS HEAD               ,1,1600,40, ,A5,10314,2014,1, A5 ,6/4/2015
3350,1887,585493,5,BULLS HEAD               ,1,1600,46, ,A5,10314,2014,1, A5 ,9/14/2015
3350,1887,585493,5,BULLS HEAD               ,1,1600,47, ,A5,10314,2014,1, A5 ,9/8/2015
3382,1887,585493,5,BULLS HEAD               ,1,1600,56, ,A5,10314,2014,1, A5 ,9/9/2015
2600,1887,608913,5,BULLS HEAD               ,1,1600,61, ,A5,10314,2014,1, A5 ,11/24/2015
2600,1887,626223,5,BULLS HEAD               ,1,1600,52, ,A5,10314,2014,1, A5 ,9/21/2015
2708,1887,639600,5,BULLS HEAD               ,1,1600,41, ,A5,10314,2014,1, A5 ,8/27/2015
3350,1887,626223,5,BULLS HEAD               ,1,1600,66, ,A5,10314,2014,1, A5 ,11/24/2015
3350,1887,612477,5,BULLS HEAD               ,1,1600,67, ,A5,10314,2014,1, A5 ,2/19/2015
2662,1887,610950,5,BULLS HEAD               ,1,1600,72, ,A5,10314,2014,1, A5 ,10/7/2015
2759,1887,390000,5,BULLS HEAD               ,1,1600,53, ,A5,10314,2014,1, A5 ,9/30/2015
2759,1887,585493,5,BULLS HEAD               ,1,1600,53, ,A5,10314,2014,1, A5 ,12/23/2015
2088,1816,380000,5,BULLS HEAD               ,1,2231,151, ,A5,10314,1988,1, A5 ,6/1/2015
2543,1800,426600,5,BULLS HEAD               ,1,1581,80, ,A5,10314,1988,1, A5 ,4/30/2015
1890,1800,395000,5,BULLS HEAD               ,1,2236,144, ,A5,10314,2003,1, A5 ,10/14/2015
2500,1800,519800,5,BULLS HEAD               ,1,2155,324, ,A5,10314,2002,1, A5 ,4/13/2015
2500,1800,520000,5,BULLS HEAD               ,1,2155,323, ,A5,10314,2002,1, A5 ,11/16/2015
1710,1800,370500,5,BULLS HEAD               ,1,2236,151, ,A5,10314,2003,1, A5 ,1/29/2015
1600,1800,559931,5,BULLS HEAD               ,1,1680,93, ,A5,10303,2000,1, A5 ,3/25/2015
1710,1800,375000,5,BULLS HEAD               ,1,2236,153, ,A5,10314,2003,1, A5 ,7/6/2015
1620,1800,376000,5,BULLS HEAD               ,1,1616,48, ,A9,10314,1986,1, A9 ,5/21/2015
1800,1768,355000,5,BULLS HEAD               ,1,1615,34, ,A9,10314,1985,1, A9 ,10/28/2015
1800,1768,385000,5,BULLS HEAD               ,1,1615,38, ,A9,10314,1985,1, A9 ,9/22/2015
2700,1768,380000,5,BULLS HEAD               ,1,1615,47, ,A9,10314,1985,1, A9 ,10/30/2015
1800,1768,370000,5,BULLS HEAD               ,1,1615,54, ,A9,10314,1985,1, A9 ,2/3/2015
8100,1760,560000,5,BULLS HEAD               ,1,2224,1, ,A2,10314,1960,1, A2 ,11/8/2015
3000,1725,439000,5,BULLS HEAD               ,1,1599,82, ,A5,10314,1970,1, A5 ,9/24/2015
4500,1680,305000,5,BULLS HEAD               ,1,1696,52, ,A1,10303,1930,1, A1 ,6/23/2015
1555,1645,430950,5,BULLS HEAD               ,1,1600,44, ,A5,10314,2014,1, A5 ,9/8/2015
1550,1645,441090,5,BULLS HEAD               ,1,1600,49, ,A5,10314,2014,1, A5 ,8/26/2015
1550,1645,446160,5,BULLS HEAD               ,1,1600,45, ,A5,10314,2014,1, A5 ,9/9/2015
1550,1645,448188,5,BULLS HEAD               ,1,1600,50, ,A5,10314,2014,1, A5 ,9/17/2015
1550,1645,455000,5,BULLS HEAD               ,1,1600,42, ,A5,10314,2014,1, A5 ,9/16/2015
1550,1645,458328,5,BULLS HEAD               ,1,1600,51, ,A5,10314,2014,1, A5 ,9/17/2015
1550,1645,461370,5,BULLS HEAD               ,1,1600,43, ,A5,10314,2014,1, A5 ,12/14/2015
1555,1645,425779,5,BULLS HEAD               ,1,1600,62, ,A5,10314,2014,1, A5 ,3/16/2015
1550,1645,432370,5,BULLS HEAD               ,1,1600,63, ,A5,10314,2014,1, A5 ,3/13/2015
1550,1645,432917,5,BULLS HEAD               ,1,1600,64, ,A5,10314,2014,1, A5 ,2/12/2015
1550,1645,432917,5,BULLS HEAD               ,1,1600,65, ,A5,10314,2014,1, A5 ,2/13/2015
1550,1645,425779,5,BULLS HEAD               ,1,1600,68, ,A5,10314,2014,1, A5 ,2/20/2015
1550,1645,425779,5,BULLS HEAD               ,1,1600,69, ,A5,10314,2014,1, A5 ,6/18/2015
1550,1645,425779,5,BULLS HEAD               ,1,1600,70, ,A5,10314,2014,1, A5 ,4/13/2015
1550,1645,451240,5,BULLS HEAD               ,1,1600,71, ,A5,10314,2014,1, A5 ,4/8/2015
1379,1645,422432,5,BULLS HEAD               ,1,1600,54, ,A5,10314,2014,1, A5 ,11/12/2015
1379,1645,438900,5,BULLS HEAD               ,1,1600,55, ,A5,10314,2014,1, A5 ,10/5/2015
2700,1632,515000,5,BULLS HEAD               ,1,1595,180, ,A5,10314,1980,1, A5 ,6/1/2015
900,1600,220000,5,BULLS HEAD               ,1,1560,202, ,A5,10314,1984,1, A5 ,6/18/2015
3000,1598,401700,5,BULLS HEAD               ,1,2073,48, ,A5,10314,1980,1, A5 ,1/5/2015
1566,1595,340000,5,BULLS HEAD               ,1,1682,158, ,A5,10303,1988,1, A5 ,6/29/2015
1476,1595,271000,5,BULLS HEAD               ,1,1680,277, ,A5,10303,1988,1, A5 ,12/7/2015
2500,1580,350000,5,BULLS HEAD               ,1,1670,259, ,A9,10303,1970,1, A9 ,10/5/2015
2400,1552,448000,5,BULLS HEAD               ,1,2073,97, ,A5,10314,1980,1, A5 ,12/29/2015
2425,1504,430000,5,BULLS HEAD               ,1,2073,16, ,A5,10314,1980,1, A5 ,11/17/2015
2450,1502,343000,5,BULLS HEAD               ,1,1657,4, ,A5,10314,1950,1, A5 ,7/28/2015
3900,1472,232000,5,BULLS HEAD               ,1,1660,62, ,A5,10314,1960,1, A5 ,3/24/2015
2520,1472,380000,5,BULLS HEAD               ,1,1703,69, ,A9,10303,1978,1, A9 ,2/27/2015
3000,1472,480000,5,BULLS HEAD               ,1,1574,166, ,A5,10314,1970,1, A5 ,3/30/2015
3196,1456,415000,5,BULLS HEAD               ,1,1620,31, ,A9,10314,1975,1, A9 ,5/26/2015
1613,1445,455286,5,BULLS HEAD               ,1,1600,36, ,A5,10314,2014,1, A5 ,3/30/2015
1474,1445,456300,5,BULLS HEAD               ,1,1600,37, ,A5,10314,2014,1, A5 ,6/17/2015
1407,1445,439569,5,BULLS HEAD               ,1,1600,39, ,A5,10314,2014,1, A5 ,4/7/2015
2400,1444,430000,5,BULLS HEAD               ,1,1590,33, ,A9,10314,1995,1, A9 ,8/15/2015
2380,1440,390000,5,BULLS HEAD               ,1,2073,31, ,A5,10314,1980,1, A5 ,8/19/2015
2750,1439,192000,5,BULLS HEAD               ,1,1656,72, ,A9,10314,1975,1, A9 ,9/30/2015
4510,1416,460000,5,BULLS HEAD               ,1,2156,1, ,A1,10314,1940,1, A1 ,9/16/2015
2496,1408,350000,5,BULLS HEAD               ,1,1680,164, ,A9,10303,1975,1, A9 ,11/5/2015
2880,1408,375000,5,BULLS HEAD               ,1,2073,65, ,A5,10314,1980,1, A5 ,10/21/2015
6432,1379,363000,5,BULLS HEAD               ,1,1606,8, ,A2,10314,1950,1, A2 ,3/16/2015
3096,1376,350000,5,BULLS HEAD               ,1,1670,332, ,A9,10303,1975,1, A9 ,11/30/2015
2678,1368,395000,5,BULLS HEAD               ,1,1597,100, ,A5,10314,1970,1, A5 ,2/13/2015
2678,1368,382500,5,BULLS HEAD               ,1,1597,82, ,A5,10314,1970,1, A5 ,10/30/2015
2400,1352,280000,5,BULLS HEAD               ,1,1704,27, ,A9,10303,1960,1, A9 ,2/5/2015
1456,1324,302500,5,BULLS HEAD               ,1,1681,87, ,A5,10303,1988,1, A5 ,10/9/2015
1584,1324,260000,5,BULLS HEAD               ,1,1681,12, ,A5,10303,1988,1, A5 ,5/22/2015
1854,1320,375000,5,BULLS HEAD               ,1,1597,81, ,A5,10314,1970,1, A5 ,6/18/2015
1640,1292,166500,5,BULLS HEAD               ,1,1702,33, ,A5,10303,1992,1, A5 ,4/11/2015
3300,1288,342000,5,BULLS HEAD               ,1,1657,110, ,A9,10314,1970,1, A9 ,4/17/2015
3520,1288,300000,5,BULLS HEAD               ,1,1657,105, ,A9,10314,1970,1, A9 ,7/14/2015
2353,1272,420000,5,BULLS HEAD               ,1,1560,146, ,A5,10314,2005,1, A5 ,12/1/2015
1674,1260,327500,5,BULLS HEAD               ,1,1583,24, ,A5,10314,1970,1, A5 ,1/30/2015
1674,1260,395000,5,BULLS HEAD               ,1,1583,23, ,A5,10314,1970,1, A5 ,10/26/2015
1854,1260,325000,5,BULLS HEAD               ,1,1597,95, ,A5,10314,1970,1, A5 ,2/24/2015
1674,1260,378000,5,BULLS HEAD               ,1,1583,43, ,A5,10314,1970,1, A5 ,8/14/2015
1169,1246,335000,5,BULLS HEAD               ,1,1591,15, ,A5,10314,1995,1, A5 ,10/30/2015
1169,1246,340000,5,BULLS HEAD               ,1,1591,17, ,A5,10314,1995,1, A5 ,4/17/2015
3424,1200,337000,5,BULLS HEAD               ,1,1675,36, ,A9,10303,1975,1, A9 ,8/1/2015
3328,1188,358000,5,BULLS HEAD               ,1,1680,144, ,A9,10303,1975,1, A9 ,4/13/2015
2033,1170,309000,5,BULLS HEAD               ,1,1642,15, ,A5,10314,1975,1, A5 ,9/22/2015
1804,1159,275000,5,BULLS HEAD               ,1,1702,38, ,A5,10303,1992,1, A5 ,5/19/2015
1638,1159,241332,5,BULLS HEAD               ,1,1682,47, ,A5,10303,1988,1, A5 ,11/16/2015
1638,1159,368058,5,BULLS HEAD               ,1,1682,47, ,A5,10303,1988,1, A5 ,4/1/2015
1638,1159,260000,5,BULLS HEAD               ,1,1681,129, ,A5,10303,1988,1, A5 ,9/2/2015
1638,1159,270000,5,BULLS HEAD               ,1,1681,136, ,A5,10303,1988,1, A5 ,4/24/2015
1476,1159,300000,5,BULLS HEAD               ,1,1680,263, ,A5,10303,1988,1, A5 ,7/2/2015
2088,1159,240000,5,BULLS HEAD               ,1,1680,208, ,A5,10303,1988,1, A5 ,1/9/2015
1476,1159,273000,5,BULLS HEAD               ,1,1702,9, ,A5,10303,1992,1, A5 ,7/30/2015
1920,1158,299000,5,BULLS HEAD               ,1,1692,35, ,A5,10303,1989,1, A5 ,6/8/2015
2400,1158,329900,5,BULLS HEAD               ,1,1692,30, ,A5,10303,1989,1, A5 ,12/16/2015
1280,1158,267000,5,BULLS HEAD               ,1,1692,92, ,A5,10303,1989,1, A5 ,8/28/2015
1920,1118,385320,5,BULLS HEAD               ,1,1498,49, ,A1,10314,2013,1, A1 ,9/22/2015
2400,1088,385000,5,BULLS HEAD               ,1,1610,10, ,A5,10314,1975,1, A5 ,12/28/2015
2250,1080,346000,5,BULLS HEAD               ,1,1631,58, ,A9,10314,1987,1, A9 ,10/3/2015
5700,1066,425000,5,BULLS HEAD               ,1,1611,3, ,A2,10314,1945,1, A2 ,2/5/2015
6000,1050,350000,5,BULLS HEAD               ,1,1596,16, ,A2,10314,1950,1, A2 ,11/4/2015
5355,1036,450000,5,BULLS HEAD               ,1,1605,122, ,A2,10314,1950,1, A2 ,8/7/2015
3710,1020,390000,5,BULLS HEAD               ,1,1599,31, ,A2,10314,1950,1, A2 ,6/17/2015
1350,1000,283000,5,BULLS HEAD               ,1,1701,151, ,A5,10303,1996,1, A5 ,9/3/2015
1349,993,280000,5,BULLS HEAD               ,1,1701,101, ,A5,10303,1995,1, A5 ,7/13/2015
5300,960,415000,5,BULLS HEAD               ,1,1644,10, ,A2,10314,1955,1, A2 ,8/6/2015
3373,704,295000,5,BULLS HEAD               ,1,1516,47, ,A2,10314,1920,1, A2 ,3/31/2015
3360,680,195000,5,BULLS HEAD               ,1,1517,49, ,A6,10314,1910,1, A6 ,7/31/2015
5418,4230,485000,5,CASTLETON CORNERS        ,4,367,21, ,O8,10314,1931,1, S2 ,4/10/2015
9360,2740,820000,5,CASTLETON CORNERS        ,1,360,30, ,A1,10314,1920,1, A1 ,9/8/2015
3500,2303,432500,5,CASTLETON CORNERS        ,1,377,13, ,A2,10314,1970,1, A2 ,4/16/2015
5360,2160,405000,5,CASTLETON CORNERS        ,1,722,82, ,A1,10314,1930,1, A1 ,2/5/2015
7200,2057,568500,5,CASTLETON CORNERS        ,1,357,144, ,A1,10314,1899,1, A1 ,10/13/2015
800,2000,285000,5,CASTLETON CORNERS        ,1,351,6, ,A5,10310,1991,1, A5 ,2/3/2015
10710,1976,723500,5,CASTLETON CORNERS        ,1,364,126, ,A1,10314,1910,1, A1 ,12/22/2015
4100,1943,485000,5,CASTLETON CORNERS        ,1,352,10, ,A1,10310,1920,1, A1 ,11/24/2015
10153,1836,460000,5,CASTLETON CORNERS        ,1,356,243, ,A2,10314,1960,1, A2 ,6/17/2015
3300,1815,135000,5,CASTLETON CORNERS        ,1,317,74, ,A1,10310,1925,1, A1 ,7/14/2015
4040,1770,585000,5,CASTLETON CORNERS        ,1,342,23, ,A1,10314,1930,1, A1 ,3/5/2015
3193,1753,324480,5,CASTLETON CORNERS        ,1,709,51, ,A1,10314,1925,1, A1 ,4/27/2015
4000,1750,605000,5,CASTLETON CORNERS        ,1,338,18, ,A0,10314,1955,1, A0 ,11/30/2015
3600,1740,525000,5,CASTLETON CORNERS        ,1,358,36, ,A1,10314,1915,1, A1 ,3/16/2015
3630,1720,425000,5,CASTLETON CORNERS        ,1,722,70, ,A1,10314,1925,1, A1 ,2/13/2015
4920,1700,439999,5,CASTLETON CORNERS        ,1,726,69, ,A1,10314,1950,1, A1 ,3/27/2015
3320,1689,390000,5,CASTLETON CORNERS        ,1,366,3, ,A1,10314,1955,1, A1 ,5/6/2015
3600,1648,615000,5,CASTLETON CORNERS        ,1,357,158, ,A1,10314,1901,1, A1 ,7/9/2015
3760,1632,420000,5,CASTLETON CORNERS        ,1,365,146, ,A1,10314,1920,1, A1 ,7/28/2015
4320,1600,620000,5,CASTLETON CORNERS        ,1,368,41, ,A0,10314,1950,1, A0 ,1/16/2015
3600,1592,537500,5,CASTLETON CORNERS        ,1,357,136, ,A1,10314,1920,1, A1 ,10/28/2015
5700,1548,485000,5,CASTLETON CORNERS        ,1,376,112, ,A1,10314,1945,1, A1 ,5/29/2015
4500,1540,625000,5,CASTLETON CORNERS        ,1,376,236, ,A1,10314,1935,1, A1 ,2/5/2015
4000,1540,530000,5,CASTLETON CORNERS        ,1,344,18, ,A1,10314,1925,1, A1 ,2/13/2015
4000,1520,475000,5,CASTLETON CORNERS        ,1,334,24, ,A1,10314,1930,1, A1 ,6/29/2015
4440,1514,493000,5,CASTLETON CORNERS        ,1,716,72, ,A1,10314,1930,1, A1 ,11/19/2015
3000,1500,401000,5,CASTLETON CORNERS        ,1,721,77, ,A1,10314,1901,1, A1 ,8/25/2015
4488,1500,540000,5,CASTLETON CORNERS        ,1,377,490, ,A1,10314,1993,1, A1 ,2/24/2015
3700,1464,402500,5,CASTLETON CORNERS        ,1,347,48, ,A1,10314,1920,1, A1 ,5/13/2015
3480,1456,125000,5,CASTLETON CORNERS        ,1,364,86, ,A1,10314,1920,1, A1 ,11/17/2015
2420,1440,466339,5,CASTLETON CORNERS        ,1,723,56, ,A5,10314,2014,1, A5 ,1/29/2015
2420,1440,460446,5,CASTLETON CORNERS        ,1,723,54, ,A5,10314,2014,1, A5 ,1/5/2015
5605,1432,585000,5,CASTLETON CORNERS        ,1,321,31, ,A0,10314,1955,1, A2 ,6/4/2015
3600,1416,440000,5,CASTLETON CORNERS        ,1,358,24, ,A1,10314,1920,1, A1 ,9/28/2015
6350,1408,550000,5,CASTLETON CORNERS        ,1,356,227, ,A2,10314,1960,1, A2 ,3/5/2015
4040,1392,521000,5,CASTLETON CORNERS        ,1,713,25, ,A1,10314,1920,1, A1 ,9/10/2015
2349,1372,403800,5,CASTLETON CORNERS        ,1,364,100, ,A1,10314,1920,1, A1 ,7/14/2015
6195,1340,635000,5,CASTLETON CORNERS        ,1,373,212, ,A1,10314,1920,1, A1 ,2/12/2015
4000,1324,380000,5,CASTLETON CORNERS        ,1,374,306, ,A1,10314,1930,1, A1 ,5/21/2015
4000,1302,465000,5,CASTLETON CORNERS        ,1,339,14, ,A1,10314,1935,1, A1 ,5/15/2015
2000,1300,425000,5,CASTLETON CORNERS        ,1,377,629, ,A5,10314,2001,1, A5 ,10/20/2015
4800,1269,555000,5,CASTLETON CORNERS        ,1,321,200, ,A2,10314,1955,1, A2 ,12/14/2015
2163,1260,370000,5,CASTLETON CORNERS        ,1,718,51, ,A5,10314,2002,1, A5 ,2/26/2015
4410,1250,605000,5,CASTLETON CORNERS        ,1,347,152, ,A2,10314,1950,1, A2 ,2/4/2015
5050,1205,455000,5,CASTLETON CORNERS        ,1,356,391, ,A0,10310,1960,1, A0 ,9/29/2015
5700,1205,615000,5,CASTLETON CORNERS        ,1,321,366, ,A0,10314,1950,1, A2 ,8/27/2015
5700,1205,525000,5,CASTLETON CORNERS        ,1,321,387, ,A0,10314,1950,1, A2 ,1/16/2015
2000,1200,445000,5,CASTLETON CORNERS        ,1,368,80, ,A5,10314,1994,1, A5 ,10/14/2015
4235,1200,365000,5,CASTLETON CORNERS        ,1,332,189, ,A1,10314,1920,1, A1 ,12/7/2015
2696,1200,445146,5,CASTLETON CORNERS        ,1,353,46, ,A5,10310,2014,1, A1 ,5/4/2015
1996,1200,420395,5,CASTLETON CORNERS        ,1,353,45, ,A5,10310,2014,1, A5 ,9/30/2015
1996,1200,429000,5,CASTLETON CORNERS        ,1,353,44, ,A5,10310,2014,1, A5 ,8/4/2015
1996,1200,420810,5,CASTLETON CORNERS        ,1,353,43, ,A5,10310,2014,1, A1 ,4/29/2015
1996,1200,430000,5,CASTLETON CORNERS        ,1,353,41, ,A5,10310,2014,1, A1 ,4/27/2015
1996,1200,420810,5,CASTLETON CORNERS        ,1,353,40, ,A5,10310,2014,1, A1 ,4/17/2015
4500,1196,450000,5,CASTLETON CORNERS        ,1,321,169, ,A2,10314,1965,1, A2 ,5/27/2015
3000,1152,300000,5,CASTLETON CORNERS        ,1,316,10, ,A1,10310,1925,1, A1 ,11/24/2015
1640,1150,235000,5,CASTLETON CORNERS        ,1,713,176, ,A5,10314,1960,1, A5 ,9/10/2015
1520,1150,275000,5,CASTLETON CORNERS        ,1,713,171, ,A5,10314,1960,1, A5 ,8/3/2015
6100,1148,555000,5,CASTLETON CORNERS        ,1,373,224, ,A2,10314,1955,1, A2 ,5/1/2015
4000,1144,460000,5,CASTLETON CORNERS        ,1,366,135, ,A2,10314,1950,1, A2 ,11/20/2015
3502,1140,365000,5,CASTLETON CORNERS        ,1,315,22, ,A0,10310,1940,1, A1 ,10/22/2015
5800,1136,497600,5,CASTLETON CORNERS        ,1,713,29, ,A1,10314,1920,1, A1 ,4/30/2015
3168,1120,385000,5,CASTLETON CORNERS        ,1,371,91, ,A1,10314,1963,1, A1 ,12/30/2015
4000,1116,489000,5,CASTLETON CORNERS        ,1,341,17, ,A1,10314,1920,1, A1 ,6/29/2015
4800,1105,405000,5,CASTLETON CORNERS        ,1,374,205, ,A1,10314,1955,1, A1 ,7/20/2015
2000,1100,415000,5,CASTLETON CORNERS        ,1,337,13, ,A5,10314,1999,1, A5 ,6/23/2015
4040,1100,437500,5,CASTLETON CORNERS        ,1,368,93, ,A1,10314,1940,1, A1 ,1/15/2015
3135,1044,425000,5,CASTLETON CORNERS        ,1,365,169, ,A1,10314,1925,1, A1 ,6/3/2015
6000,1036,630000,5,CASTLETON CORNERS        ,1,366,97, ,A0,10314,1955,1, A2 ,9/30/2015
1520,1025,253000,5,CASTLETON CORNERS        ,1,713,161, ,A5,10314,1960,1, A5 ,7/13/2015
2064,1014,375000,5,CASTLETON CORNERS        ,1,707,53, ,A1,10314,1925,1, A1 ,8/20/2015
5000,1008,190000,5,CASTLETON CORNERS        ,1,346,39, ,A2,10314,1955,1, A2 ,1/22/2015
4600,1000,180000,5,CASTLETON CORNERS        ,1,721,21, ,A2,10314,1950,1, A2 ,10/13/2015
1856,992,350000,5,CASTLETON CORNERS        ,1,369,9, ,A5,10314,1950,1, A5 ,11/25/2015
2000,960,320000,5,CASTLETON CORNERS        ,1,373,105, ,A5,10314,1950,1, A5 ,11/6/2015
780,925,200000,5,CASTLETON CORNERS        ,1,355,331, ,A5,10310,1991,1, A5 ,5/13/2015
4000,912,409000,5,CASTLETON CORNERS        ,1,377,556, ,A2,10314,1955,1, A1 ,10/15/2015
2820,880,365000,5,CASTLETON CORNERS        ,1,369,10, ,A5,10314,1950,1, A5 ,5/22/2015
6000,864,510000,5,CASTLETON CORNERS        ,1,718,64, ,A2,10314,1955,1, A2 ,4/10/2015
2409,858,321000,5,CASTLETON CORNERS        ,1,707,29, ,A1,10314,1920,1, A1 ,5/7/2015
715,775,280000,5,CASTLETON CORNERS        ,1,351,140, ,A5,10310,1991,1, A5 ,3/31/2015
6600,768,500000,5,CASTLETON CORNERS        ,1,721,62, ,A2,10314,1950,1, A2 ,12/10/2015
4400,4331,675000,5,CLOVE LAKES              ,1,258,73, ,A1,10301,1988,1, A1 ,1/16/2015
7200,4300,1230000,5,CLOVE LAKES              ,1,293,102, ,A3,10310,2004,1, A3 ,10/14/2015
9685,4272,1060000,5,CLOVE LAKES              ,1,295,80, ,A1,10310,1989,1, A1 ,11/10/2015
5300,3732,875000,5,CLOVE LAKES              ,1,331,110, ,A1,10314,1950,1, A1 ,11/9/2015
4000,2392,590000,5,CLOVE LAKES              ,1,246,22, ,A1,10301,1955,1, A1 ,1/21/2015
4620,2200,770000,5,CLOVE LAKES              ,1,258,90, ,A1,10301,1999,1, A1 ,4/29/2015
6060,2160,675000,5,CLOVE LAKES              ,1,303,82, ,A1,10310,1992,1, A1 ,6/11/2015
3875,1983,560037,5,CLOVE LAKES              ,1,258,187, ,A3,10301,2015,1, A3 ,11/10/2015
3960,1981,515000,5,CLOVE LAKES              ,1,280,28, ,A1,10310,1975,1, A1 ,11/2/2015
3500,1956,475000,5,CLOVE LAKES              ,1,300,515, ,A1,10310,1920,1, A1 ,8/19/2015
2200,1760,428500,5,CLOVE LAKES              ,1,301,37, ,A9,10310,1986,1, A9 ,11/3/2015
2200,1760,443000,5,CLOVE LAKES              ,1,301,14, ,A9,10310,1986,1, A9 ,9/9/2015
2500,1760,412000,5,CLOVE LAKES              ,1,301,52, ,A9,10310,1986,1, A9 ,12/30/2015
6100,1674,495000,5,CLOVE LAKES              ,1,320,74, ,A0,10310,1955,1, A2 ,2/23/2015
3700,1672,450000,5,CLOVE LAKES              ,1,300,377, ,A1,10310,1930,1, A1 ,10/15/2015
3500,1640,525000,5,CLOVE LAKES              ,1,288,36, ,A1,10310,1935,1, A1 ,1/15/2015
5640,1624,650000,5,CLOVE LAKES              ,1,329,28, ,A1,10314,1940,1, A1 ,5/4/2015
7350,1600,700000,5,CLOVE LAKES              ,1,326,136, ,A2,10314,1955,1, A2 ,8/5/2015
3400,1496,475000,5,CLOVE LAKES              ,1,300,187, ,A1,10310,1930,1, A1 ,7/29/2015
2370,1442,490000,5,CLOVE LAKES              ,1,293,83, ,A1,10310,1935,1, A1 ,6/12/2015
2397,1431,450000,5,CLOVE LAKES              ,1,242,77, ,A5,10301,2004,1, A5 ,3/10/2015
2370,1424,350000,5,CLOVE LAKES              ,1,293,74, ,A1,10310,1935,1, A1 ,3/12/2015
